,Unnamed: 0,index,Unnamed: 0.1,lien,Modèle,Kilométrage,Année,data de MàJ,Carrosserie,Energie,Puissance,Boite,Couleur,Description,Prix,marque,vehicule,model
31,31,31,31,https://www.automobile.tn/fr/occasion/mercedes-benz/classe-s/40822,Mercedes-Benz Classe S 350 KIT AMG ,163000.0,2010,2018-11-16,Berline,Essence,18,Automatique,Noir,"  Antibrouillards   Détecteur de luminosité   Détecteur de pluie   Fermeture centralisée   Feux à LED   Jantes en alliage   Lave Phares   Peinture métallisée   Phares au xénon   Radar de recul   Rétroviseurs électriques   Rétroviseurs rabattables   Toit ouvrant   Toit panoramique   Vitres teintées    Accoudoir avant   Accoudoir arrière   Autoradio   Autoradio CD   Autoradio CD/Mp3   Bluetooth   Boîte à gants réfrigérée   Bouton Start & Stop   Caméra de recul   Chargeur CD   Climatisation   Climatronic   Connectivité Aux, usb, iPod   Direction assistée   GPS   Ordinateur de bord   Palettes au volant   Régulateur de vitesse   Sellerie en cuir   Sièges réglables en hauteur   Sièges électriques   Sièges chauffants   Vitres électriques   Vitres teintées   Volant/levier de vitesse en cuir   Volant multi-fonctions   3 appuis têtes arrières   Volant réglable hauteur/profondeur  ",42000.0,Mercedes-Benz,Classe SLK,Classe S
32,32,32,32,https://www.automobile.tn/fr/occasion/fiat/500-abarth/47650,Fiat 500 Abarth Cabriolet  595 turismo ,55000.0,2017,2019-11-26,Cabriolet,Essence,8,Automatique,Blanc,"  Antibrouillards   Détecteur de luminosité   Détecteur de pluie   Fermeture centralisée   Feux à LED   Jantes en alliage   Lave Phares   Peinture métallisée   Phares au xénon   Radar de recul   Rétroviseurs électriques   Rétroviseurs rabattables   Vitres teintées    Accoudoir avant   Accoudoir arrière   Autoradio   Autoradio CD   Autoradio CD/Mp3   Bluetooth   Boîte à gants réfrigérée   Bouton Start & Stop   Chargeur CD   Climatisation   Climatronic   Connectivité Aux, usb, iPod   Direction assistée   Ordinateur de bord   Palettes au volant   Régulateur de vitesse   Sellerie en cuir   Sièges réglables en hauteur   Sièges électriques   Sièges chauffants   Vitres électriques   Vitres teintées   Volant/levier de vitesse en cuir   Volant multi-fonctions   3 appuis têtes arrières   Volant réglable hauteur/profondeur  ",91500.0,Fiat,Ritmo,500
33,33,33,33,https://www.automobile.tn/fr/occasion/haval/h2/48970,Haval H2 1.5 L.  9 cv ,64000.0,2017,2020-01-30,Pick up,Essence,9,Manuelle,Gris argent,  Antibrouillards   Détecteur de luminosité   Détecteur de pluie   Fermeture centralisée   Feux à LED   Jantes en alliage   Peinture métallisée   Radar de recul   Rétroviseurs électriques   Vitres teintées    Accoudoir avant   Accoudoir arrière   Autoradio   Autoradio CD   Autoradio CD/Mp3   Bluetooth   Boîte à gants réfrigérée   Bouton Start & Stop   Caméra de recul   Climatisation   Direction assistée   Ordinateur de bord   Régulateur de vitesse   Sellerie en cuir   Sièges réglables en hauteur   Vitres électriques   Vitres teintées   Volant/levier de vitesse en cuir   Volant multi-fonctions   3 appuis têtes arrières   Volant réglable hauteur/profondeur  ,61500.0,AC,Seven,Cobra
34,34,34,34,https://www.automobile.tn/fr/occasion/nissan/juke/47534,"Nissan Juke NISMO 1,6  200 Cv din ",65000.0,2013,2019-11-20,Pick up,Essence,11,Manuelle,Blanc,"  Antibrouillards   Détecteur de luminosité   Détecteur de pluie   Fermeture centralisée   Feux à LED   Jantes en alliage   Lave Phares   Peinture métallisée   Radar de recul   Rétroviseurs électriques   Rétroviseurs rabattables   Vitres teintées    Accoudoir avant   Autoradio   Autoradio CD   Autoradio CD/Mp3   Bluetooth   Boîte à gants réfrigérée   Bouton Start & Stop   Caméra de recul   Climatisation   Climatronic   Connectivité Aux, usb, iPod   Direction assistée   GPS   Ordinateur de bord   Sièges réglables en hauteur   Vitres électriques   Vitres teintées   Volant/levier de vitesse en cuir   Volant multi-fonctions   3 appuis têtes arrières   Volant réglable hauteur/profondeur  ",58500.0,Nissan,Juke,Juke
35,35,35,35,https://www.automobile.tn/fr/occasion/fiat/500/48854,Fiat 500 1.2. Boite auto ,58000.0,2015,2020-01-28,Autres,Essence,4,Automatique,Blanc,"  Antibrouillards   Détecteur de luminosité   Détecteur de pluie   Fermeture centralisée   Feux à LED   Jantes en alliage   Lave Phares   Peinture métallisée   Rétroviseurs électriques   Toit panoramique   Vitres teintées    Autoradio   Autoradio CD/Mp3   Bluetooth   Boîte à gants réfrigérée   Bouton Start & Stop   Chargeur CD   Climatisation   Climatronic   Connectivité Aux, usb, iPod   Direction assistée   Ordinateur de bord   Régulateur de vitesse   Sièges réglables en hauteur   Volant/levier de vitesse en cuir   Volant multi-fonctions   3 appuis têtes arrières   Volant réglable hauteur/profondeur  ",35500.0,Fiat,Fiorino,500
36,36,36,36,https://www.automobile.tn/fr/occasion/opel/corsa/49152,Opel Corsa D 1.2L ,110474.56746093028,2014,2020-07-02,Compacte,Essence,5,Manuelle,Gris anthracite,"  Antibrouillards   Fermeture centralisée   Rétroviseurs électriques    Autoradio CD/Mp3   Climatisation   Connectivité Aux, usb, iPod   Vitres électriques  ",33000.0,Opel,Rekord,Corsa
37,37,37,37,https://www.automobile.tn/fr/occasion/mg/zs/48436,MG ZS Essence  boite automatique ,99412.83294147663,2019,2020-07-01,Autres,Essence,7,Automatique,Autre,"  Antibrouillards   Fermeture centralisée   Feux à LED   Jantes en alliage   Lave Phares   Peinture métallisée   Phares au xénon   Radar de recul   Rétroviseurs électriques   Toit ouvrant   Toit panoramique    Accoudoir avant   Autoradio   Bluetooth   Bouton Start & Stop   Caméra de recul   Climatronic   Connectivité Aux, usb, iPod   Direction assistée   GPS   Ordinateur de bord   Régulateur de vitesse   Sellerie en cuir   Sièges réglables en hauteur   Vitres électriques   Volant/levier de vitesse en cuir   Volant multi-fonctions   3 appuis têtes arrières   Volant réglable hauteur/profondeur  ",68000.0,Man,,TGA
38,38,38,38,https://www.automobile.tn/fr/occasion/mercedes-benz/classe-e/48973,Mercedes-Benz Classe E Kit amg toit pano BVA ,97000.0,2012,2020-01-31,Berline,Essence,11,Automatique,Noir,"  Antibrouillards   Détecteur de luminosité   Détecteur de pluie   Fermeture centralisée   Feux à LED   Jantes en alliage   Lave Phares   Peinture métallisée   Phares au xénon   Radar de recul   Rétroviseurs électriques   Rétroviseurs rabattables   Toit ouvrant   Toit panoramique   Vitres teintées    Accoudoir avant   Accoudoir arrière   Autoradio   Autoradio CD   Autoradio CD/Mp3   Bluetooth   Boîte à gants réfrigérée   Bouton Start & Stop   Caméra de recul   Chargeur CD   Climatisation   Climatronic   Connectivité Aux, usb, iPod   Direction assistée   GPS   Ordinateur de bord   Palettes au volant   Régulateur de vitesse   Sellerie en cuir   Sièges réglables en hauteur   Sièges électriques   Sièges chauffants   Vitres électriques   Vitres teintées   Volant/levier de vitesse en cuir   Volant multi-fonctions   3 appuis têtes arrières   Volant réglable hauteur/profondeur  ",66007.6923076923,Mercedes-Benz,Classe M,Classe E
39,39,39,39,https://www.automobile.tn/fr/occasion/mercedes-benz/classe-e/46450,Mercedes-Benz Classe E E180 KIT AMG 7000 km ,97037.77120877802,2018,2019-09-27,Berline,Essence,9,Automatique,Blanc,"  Antibrouillards   Détecteur de luminosité   Détecteur de pluie   Fermeture centralisée   Feux à LED   Jantes en alliage   Lave Phares   Peinture métallisée   Phares au xénon   Radar de recul   Rétroviseurs électriques   Rétroviseurs rabattables   Toit ouvrant   Toit panoramique   Vitres teintées    Accoudoir avant   Accoudoir arrière   Autoradio   Autoradio CD   Autoradio CD/Mp3   Bluetooth   Boîte à gants réfrigérée   Bouton Start & Stop   Caméra de recul   Chargeur CD   Climatisation   Climatronic   Connectivité Aux, usb, iPod   Direction assistée   GPS   Ordinateur de bord   Palettes au volant   Régulateur de vitesse   Sellerie en cuir   Sièges réglables en hauteur   Sièges électriques   Sièges chauffants   Vitres électriques   Vitres teintées   Volant/levier de vitesse en cuir   Volant multi-fonctions   3 appuis têtes arrières   Volant réglable hauteur/profondeur  ",66007.69230769231,Mercedes-Benz,Classe M,Classe E
40,40,40,40,https://www.automobile.tn/fr/occasion/bmw/serie-3/46177,BMW Série 3 318I sport Line pack night ,83500.0,2016,2019-09-14,Berline,Essence,7,Automatique,Gris Shark,"  Antibrouillards   Détecteur de luminosité   Détecteur de pluie   Fermeture centralisée   Feux à LED   Jantes en alliage   Lave Phares   Peinture métallisée   Phares au xénon   Radar de recul   Rétroviseurs électriques   Rétroviseurs rabattables   Toit ouvrant   Vitres teintées    Accoudoir avant   Accoudoir arrière   Autoradio   Autoradio CD   Autoradio CD/Mp3   Bluetooth   Caméra de recul   Chargeur CD   Climatisation   Climatronic   Connectivité Aux, usb, iPod   Direction assistée   GPS   Ordinateur de bord   Palettes au volant   Régulateur de vitesse   Sellerie en cuir   Sièges réglables en hauteur   Sièges électriques   Sièges chauffants   Vitres électriques   Vitres teintées   Volant/levier de vitesse en cuir   Volant multi-fonctions   3 appuis têtes arrières   Volant réglable hauteur/profondeur  ",60551.42857142857,BMW,Serie 3 GT,Serie 3
41,43,43,43,https://www.automobile.tn/fr/occasion/volkswagen/golf-6/49275,Volkswagen Golf 6 ,150000.0,2011,2020-12-02,Compacte,Essence,7,Manuelle,Gris Shark,,36000.0,Volkswagen,Golf 6,Golf 6
42,44,44,44,https://www.automobile.tn/fr/occasion/volkswagen/golf-6/49273,Volkswagen Golf 6 Bon etat premiére main ,125000.0,2012,2020-12-02,Berline,Essence,5,Manuelle,Bleu,,34000.0,Volkswagen,Golf 6,Golf 6
43,45,45,45,https://www.automobile.tn/fr/occasion/hyundai/i20/49272,Hyundai i20 En bon état ,126000.0,2014,2020-12-02,Coupé,Essence,4,Manuelle,Noir,  Antibrouillards   Fermeture centralisée   Jantes en alliage   Peinture métallisée   Rétroviseurs électriques   Rétroviseurs rabattables    Accoudoir avant   Autoradio CD/Mp3   Boîte à gants réfrigérée   Climatronic   Direction assistée   Ordinateur de bord   Sellerie en cuir   Sièges réglables en hauteur   Vitres électriques   Volant/levier de vitesse en cuir   Volant multi-fonctions   3 appuis têtes arrières   Volant réglable hauteur/profondeur  ,28000.0,Hyundai,Grand i10,I 20
44,46,46,46,https://www.automobile.tn/fr/occasion/ford/fiesta/48634,Ford Fiesta ,177000.0,2006,2020-01-17,Citadine,Essence,5,Manuelle,Noir,,29951.85185185185,Ford,Bedford,Fiesta
45,47,47,47,https://www.automobile.tn/fr/occasion/volkswagen/polo-sedan/49223,Volkswagen Polo Sedan ,73000.0,2014,2020-10-02,Berline,Essence,5,Manuelle,Blanc,,32900.0,Volkswagen,Vento,Polo
46,48,48,48,https://www.automobile.tn/fr/occasion/audi/a5-sportback/47510,Audi A5 Sportback 1.4 TFSI SLINE ,70000.0,2018,2019-11-19,Berline,Essence,8,Automatique,Noir,"  Antibrouillards   Détecteur de luminosité   Détecteur de pluie   Fermeture centralisée   Feux à LED   Jantes en alliage   Lave Phares   Peinture métallisée   Phares au xénon   Radar de recul   Rétroviseurs électriques   Rétroviseurs rabattables   Vitres teintées    Accoudoir avant   Accoudoir arrière   Autoradio   Autoradio CD   Autoradio CD/Mp3   Bluetooth   Boîte à gants réfrigérée   Bouton Start & Stop   Caméra de recul   Chargeur CD   Climatisation   Climatronic   Connectivité Aux, usb, iPod   Direction assistée   GPS   Ordinateur de bord   Palettes au volant   Régulateur de vitesse   Sellerie en cuir   Sièges réglables en hauteur   Sièges électriques   Vitres électriques   Vitres teintées   Volant/levier de vitesse en cuir   Volant multi-fonctions   3 appuis têtes arrières   Volant réglable hauteur/profondeur  ",45000.0,Audi,A1,A5
47,49,49,49,https://www.automobile.tn/fr/occasion/audi/a4/48938,Audi A4 1.8 tfsi exclusive xenon cuir ,169000.0,2010,2020-01-29,Berline,Essence,8,Manuelle,Gris anthracite,"  Antibrouillards   Détecteur de luminosité   Détecteur de pluie   Fermeture centralisée   Feux à LED   Jantes en alliage   Peinture métallisée   Phares au xénon   Radar de recul   Rétroviseurs électriques    Accoudoir avant   Accoudoir arrière   Autoradio   Autoradio CD   Autoradio CD/Mp3   Bluetooth   Boîte à gants réfrigérée   Climatisation   Climatronic   Connectivité Aux, usb, iPod   Direction assistée   Ordinateur de bord   Sièges chauffants   Vitres électriques   Volant/levier de vitesse en cuir   Volant réglable hauteur/profondeur  ",38500.0,Audi,A1,A4
48,50,50,50,https://www.automobile.tn/fr/occasion/nissan/micra/49271,Nissan Micra Nissan micra ,59000.0,2015,2020-12-02,Compacte,Essence,5,Manuelle,Bleu,,27500.0,Nissan,Micra,Micra
49,51,51,51,https://www.automobile.tn/fr/occasion/volkswagen/passat/49270,Volkswagen Passat Volkswagen Passat B8 ,114840.23787673557,2013,2020-12-02,Berline,Diesel,7,Manuelle,Blanc,  Antibrouillards   Fermeture centralisée   Lave Phares   Radar de recul    Accoudoir avant  ,45800.0,Volkswagen,Passat,Passat
50,52,52,52,https://www.automobile.tn/fr/occasion/mini/cooper-s/49269,Mini Cooper S 1.6 turbo ,140000.0,2009,2020-12-02,Compacte,Essence,11,Manuelle,Noir,"  Antibrouillards   Détecteur de luminosité   Détecteur de pluie   Fermeture centralisée   Jantes en alliage   Lave Phares   Peinture métallisée   Phares au xénon   Radar de recul   Rétroviseurs électriques   Rétroviseurs rabattables   Toit ouvrant   Toit panoramique   Vitres teintées    Accoudoir avant   Autoradio   Autoradio CD   Autoradio CD/Mp3   Bluetooth   Climatisation   Climatronic   Connectivité Aux, usb, iPod   Direction assistée   Ordinateur de bord   Régulateur de vitesse   Sellerie en cuir   Sièges réglables en hauteur   Sièges chauffants   Vitres électriques   Vitres teintées   Volant/levier de vitesse en cuir   Volant multi-fonctions   3 appuis têtes arrières   Volant réglable hauteur/profondeur  ",35000.0,mini,Country Man,Cooper
51,53,53,53,https://www.automobile.tn/fr/occasion/fiat/500-abarth/47362,Fiat 500 Abarth Fiat 500 Abarth 8ch 135 ch din ,98000.0,2011,2019-11-11,Citadine,Essence,8,Manuelle,Noir,"  Antibrouillards   Détecteur de pluie   Fermeture centralisée   Jantes en alliage   Peinture métallisée   Rétroviseurs électriques   Toit panoramique    Autoradio   Autoradio CD   Autoradio CD/Mp3   Bluetooth   Climatisation   Climatronic   Connectivité Aux, usb, iPod   Direction assistée   Ordinateur de bord   Sièges réglables en hauteur   Vitres électriques   Vitres teintées   Volant/levier de vitesse en cuir   Volant multi-fonctions   Volant réglable hauteur/profondeur  ",46023.80952380953,Fiat,Fiorino,500
52,54,54,54,https://www.automobile.tn/fr/occasion/bmw/serie-5/49268,BMW Série 5 ,100000.0,2016,2020-12-02,Berline,Essence,10,Automatique,Blanc,,58750.0,BMW,Serie 5,Serie 5
53,55,55,55,https://www.automobile.tn/fr/occasion/seat/ateca/49226,Seat Ateca ,124000.0,2017,2020-10-02,4 x 4,Essence,8,Automatique,Blanc,,82000.0,Seat,Exeo,Marbella
55,57,57,57,https://www.automobile.tn/fr/occasion/alfa-romeo/mito/49197,Alfa Romeo Mito ,127500.0,2016,2020-08-02,Citadine,Essence,5,Manuelle,Blanc,,39900.0,Alfa Romeo,Mito,Mito
56,58,58,58,https://www.automobile.tn/fr/occasion/mercedes-benz/classe-c/47724,Mercedes-Benz Classe C ,137000.0,1995,2019-11-30,Berline,Essence,10,Manuelle,Noir,,26500.0,Mercedes-Benz,Classe C,Classe C
57,59,59,59,https://www.automobile.tn/fr/occasion/bmw/serie-3/49196,BMW Série 3 ,116705.4963235294,2013,2020-08-02,Berline,Diesel,7,Automatique,Blanc,,59500.0,BMW,Serie 3 GT,Serie 3 GT
58,60,60,60,https://www.automobile.tn/fr/occasion/volkswagen/amarok/49111,Volkswagen Amarok HIGHLINE PLUS ,97037.77120877802,2018,2020-05-02,Pick up,Diesel,7,Automatique,Marron,"  Antibrouillards   Détecteur de luminosité   Détecteur de pluie   Fermeture centralisée   Jantes en alliage   Lave Phares   Peinture métallisée   Radar de recul   Rétroviseurs électriques    Accoudoir avant   Autoradio   Autoradio CD   Autoradio CD/Mp3   Bluetooth   Boîte à gants réfrigérée   Caméra de recul   Climatisation   Climatronic   Connectivité Aux, usb, iPod   Direction assistée   Ordinateur de bord   Sellerie en cuir   Sièges réglables en hauteur   Vitres électriques   Volant/levier de vitesse en cuir   Volant multi-fonctions   3 appuis têtes arrières   Volant réglable hauteur/profondeur  ",68487.5,Volkswagen,Amarok,Amarok
59,61,61,61,https://www.automobile.tn/fr/occasion/bmw/serie-3/48974,BMW Série 3 ,80000.0,2012,2020-01-31,Berline,Essence,10,Automatique,Marron,,66500.0,BMW,Serie 3 GT,Serie 3 GT
60,62,62,62,https://www.automobile.tn/fr/occasion/jaguar/xf/48975,Jaguar XF ,60000.0,2011,2020-01-31,Berline,Essence,16,Automatique,Noir,,89500.0,Jaguar,XF,XF
61,63,63,63,https://www.automobile.tn/fr/occasion/bmw/serie-4-gran-coupe/47886,BMW Série 4 Gran Coupé ,54000.0,2015,2019-07-12,Berline,Essence,10,Automatique,Noir,,82000.0,BMW,Serie 4,Serie 4
62,64,64,64,https://www.automobile.tn/fr/occasion/bmw/serie-5/42774,BMW Série 5 ,115000.0,2013,2019-02-17,Citadine,Diesel,10,Automatique,Noir,,58750.0,BMW,Serie 5,Serie 5
63,65,65,65,https://www.automobile.tn/fr/occasion/ssangyong/rexton/47282,Ssangyong Rexton ,117000.0,2012,2019-06-11,4 x 4,Diesel,11,Automatique,Gris argent,,64900.0,Ssangyong,Rexton,Rexton
64,66,66,66,https://www.automobile.tn/fr/occasion/bmw/serie-3-coupe/49032,BMW Série 3 coupé ,175000.0,2010,2020-02-02,Berline,Essence,7,Manuelle,Gris argent,,46500.0,BMW,Serie 3 GT,Serie 3
65,67,67,67,https://www.automobile.tn/fr/occasion/bmw/x5/47061,BMW X5 ,145312.5,2009,2019-10-26,4 x 4,Diesel,15,Automatique,Noir,,89500.0,BMW,M5,X5
66,68,68,68,https://www.automobile.tn/fr/occasion/peugeot/2008/48939,Peugeot 2008 ,103000.0,2013,2020-01-29,4 x 4,Essence,4,Manuelle,Gris argent,,37000.0,Peugeot,2008,2008
67,69,69,69,https://www.automobile.tn/fr/occasion/volkswagen/amarok/48526,Volkswagen Amarok ,120060.61014280519,2012,2020-12-01,Pick up,Diesel,7,Manuelle,Marron,,49900.0,Volkswagen,Amarok,Amarok
68,71,71,71,https://www.automobile.tn/fr/occasion/audi/q2/48533,Audi Q2 1.0 tfsi bva ,97037.77120877801,2018,2020-12-01,4 x 4,Essence,6,Automatique,Noir,,95000.0,Audi,A2,100
69,73,73,73,https://www.automobile.tn/fr/occasion/toyota/yaris/47922,Toyota Yaris ,102000.0,2017,2019-09-12,Citadine,Essence,4,Manuelle,Rouge,,31500.0,Toyota,Yaris,Yaris
70,74,74,74,https://www.automobile.tn/fr/occasion/bmw/x5/46739,BMW X5 ,179000.0,2008,2019-10-10,4 x 4,Essence,19,Automatique,Blanc,,89000.0,BMW,M5,X5
71,75,75,75,https://www.automobile.tn/fr/occasion/ford/fiesta/48406,Ford Fiesta ,107000.0,2013,2020-06-01,Citadine,Essence,5,Manuelle,Noir,,25900.0,Ford,Bedford,Fiesta
72,76,76,76,https://www.automobile.tn/fr/occasion/opel/zafira/47802,Opel Zafira ,114000.0,2010,2019-03-12,Citadine,Diesel,7,Manuelle,Gris argent,,26500.0,Opel,Zafira,Zafira
73,77,77,77,https://www.automobile.tn/fr/occasion/citroen/jumpy-fourgon/47413,Citroën Jumpy Fourgon ,174000.0,2009,2019-11-13,Autres,Diesel,7,Manuelle,Blanc,,26500.0,Citroen,Jumpy,Jumpy
74,78,78,78,https://www.automobile.tn/fr/occasion/renault/clio-campus/45033,Renault Clio Campus ,124870.0,2011,2019-01-07,Citadine,Essence,4,Manuelle,Noir,,26900.0,Renault,Grand Modus,Clio
75,79,79,79,https://www.automobile.tn/fr/occasion/renault/symbol/48283,Renault Symbol ,186000.0,2016,2019-12-29,Berline,Essence,5,Manuelle,Gris argent,,26900.0,Renault,Symbol,Symbol
76,80,80,80,https://www.automobile.tn/fr/occasion/citroen/c5/47192,Citroën C5 ,176000.0,2009,2019-10-31,Berline,Diesel,6,Manuelle,Autre,,26900.0,Citroen,C5,C5
77,81,81,81,https://www.automobile.tn/fr/occasion/opel/corsa/46828,Opel Corsa ,106000.0,2015,2019-10-15,Citadine,Essence,5,Manuelle,Noir,,26900.0,Opel,Vectra,Corsa
78,82,82,82,https://www.automobile.tn/fr/occasion/volkswagen/passat/48672,Volkswagen Passat ,119495.19415609381,2006,2020-01-19,Berline,Essence,7,Manuelle,Noir,,27500.0,Volkswagen,Passat,Passat
