,lien, Marque , Modèle , Mise en circulation , Energie , Boite vitesse , kilométrage, Puissance fiscal, Etat du véhicule ,date annonce,Prix
2628,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/peugeot-deux-cent-six206-12478,Peugeot,206,09-2007,Essence,Manuelle,114000 Km,4 CV,Excellent,21 Déc. 2016,15500
2629,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/bmw-urban-line-116i-12475,,,,,,,,,,
2630,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/peugeot-206-serie-129-12474,Peugeot,206,10-2007,Essence,Manuelle,113600 Km,4 CV,Très bon,21 Déc. 2016,15300
2631,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/kia-picanto-12472,Kia,Picanto,2016,Essence,Automatique,17000 Km,5 CV,Excellent,20 Déc. 2016,25800
2632,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/nissan-navara-12471,Nissan,Navara,2009,Diesel,Manuelle,123 Km,,Très bon,20 Déc. 2016,38000
2633,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/kia-cerato-12470,Kia,Cerato,2010,Essence,Manuelle,92 Km,7 CV,Très bon,20 Déc. 2016,22500
2634,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/peugeot-partner-12469,Peugeot,Partner ,2006,Diesel,Manuelle,185000 Km,,Très bon,20 Déc. 2016,13200
2635,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/citroen-c4-12468,Citroen,C4,2012,Diesel,Manuelle,185000 Km,,Très bon,20 Déc. 2016,25000
2636,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/renault-clio-12467,Renault,Clio,2004,Essence,Manuelle,230000 Km,,Bon,20 Déc. 2016,10900
2637,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/honda-cr-v-12466,Honda,CR-V,2015,Essence,Manuelle,16 Km,11 CV,Très bon,20 Déc. 2016,60000
2638,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/peugeot-206-serie-129-12465,Peugeot,206,10-2007,Essence,Manuelle,113600 Km,4 CV,Excellent,20 Déc. 2016,15300
2639,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/kia-rio-sedan-12463,Kia,RIO,2013,Essence,Manuelle,77000 Km,5 CV,Très bon,19 Déc. 2016,26000
2640,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/megane-essence-12462,Renault,Megane,2006,Essence,Manuelle,185000 Km,,Très bon,19 Déc. 2016,18600
2641,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/renault-clio-12461,Renault,Clio,2010,Essence,Manuelle,175000 Km,4 CV,Très bon,19 Déc. 2016,11000
2642,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/renault-symbol-12460,Renault,Symbol,2013,Essence,Manuelle,62000 Km,5 CV,Très bon,19 Déc. 2016,19800
2643,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/ford-figo-12459,Ford,Figo,2013,Essence,Manuelle,60000 Km,,Très bon,19 Déc. 2016,17700
2644,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/opel-astra-12458,Opel,Astra,2007,Essence,Manuelle,210 Km,5 CV,Bon,19 Déc. 2016,19500
2645,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/mini-one-12457,Mini,One,2010,Essence,Manuelle,136 Km,5 CV,Très bon,19 Déc. 2016,33000
2646,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/fiat-pop-12456,Fiat,Punto,2013,Essence,Manuelle,125000 Km,4 CV,Très bon,19 Déc. 2016,18500
2647,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/peugeot-206-12455,Peugeot,206,2006,Essence,Manuelle,145 Km,5 CV,Très bon,19 Déc. 2016,14900
2648,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/renault-megane-12454,Renault,Megane,2010,Diesel,Manuelle,171 Km,,Très bon,19 Déc. 2016,23000
2649,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/renault-megane-12453,Renault,Megane,2003,Essence,Manuelle,155000 Km,,Très bon,19 Déc. 2016,15000
2650,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/peugeot-partner-12452,Peugeot,Partner ,2012,Essence,Manuelle,52000 Km,,Très bon,19 Déc. 2016,26500
2651,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/fiat-palio-12451,Fiat,Palio,2007,Essence,Manuelle,135000 Km,,Très bon,19 Déc. 2016,12100
2652,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/clio-classic-12450,Renault,Clio,2006,Essence,Manuelle,175000 Km,,Très bon,19 Déc. 2016,15000
2653,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/citroen-c3-12449,Citroen,C3,2011,Essence,Manuelle,4000 Km,,Très bon,19 Déc. 2016,25000
2654,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/audi-a4-12448,Audi,A4,2005,Essence,Manuelle,230000 Km,,Très bon,19 Déc. 2016,25400
2655,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/clio-bombe-12447,Renault,Clio,2002,Essence,Manuelle,230000 Km,4 CV,Bon,19 Déc. 2016,12500
2656,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/kia-rio-12446,Kia,RIO,2013,Essence,Manuelle,67000 Km,,Très bon,19 Déc. 2016,24000
2657,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/kia-cerato-12445,Kia,Cerato,2013,Essence,Manuelle,67000 Km,,Très bon,19 Déc. 2016,34500
2658,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/ford-fiesta-12444,Ford,Fiesta,2012,Essence,Manuelle,62000 Km,5 CV,Très bon,19 Déc. 2016,22500
2659,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/punto-3-12443,Fiat,Punto,2008,Essence,Manuelle,125000 Km,,Très bon,19 Déc. 2016,14200
2660,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/jetta-canadienne-12441,Volkswagen,Jetta,2002,Diesel,Manuelle,270000 Km,,Bon,19 Déc. 2016,16000
2661,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/mercedes-benz-c-12440,Mercedes,Classe C,2002,Essence,Manuelle,155000 Km,,Très bon,19 Déc. 2016,21000
2662,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/fiat-evo-12439,Fiat,Punto Evo,2012,Essence,Manuelle,55000 Km,,Très bon,19 Déc. 2016,22500
2663,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/peugeot-206-12438,Peugeot,206 sedan,2008,Essence,Manuelle,125000 Km,6 CV,Bon,19 Déc. 2016,13800
2664,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/jeep-grand-cherokee-12437,Jeep,Grand cherokee,2000,Essence,Manuelle,270000 Km,,Bon,19 Déc. 2016,24000
2665,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/fiat-grande-punto-12436,Fiat,Grande Punto ,2013,Essence,Manuelle,72000 Km,4 CV,Très bon,19 Déc. 2016,18500
2666,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/mercedes-a180-12435,Mercedes,Classe A,2013,Essence,Automatique,62 Km,6 CV,Très bon,19 Déc. 2016,75000
2667,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/suzuki-jimny-12434,Suzuki,Jimny,2002,Essence,Manuelle,85 Km,6 CV,Très bon,19 Déc. 2016,24000
2668,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/ford-focus-12433,Ford,Focus,2010,Essence,Manuelle,92000 Km,,Très bon,19 Déc. 2016,21800
2669,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/citroen-berlingo-12432,Citroen,Berlingo,2012,Diesel,Manuelle,92000 Km,,Très bon,18 Déc. 2016,20000
2670,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/peugeot-rcz-12431,Peugeot,RCZ,2011,Essence,Manuelle,90 Km,9 CV,Très bon,18 Déc. 2016,42500
2671,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/peugeot-bipper-12430,Peugeot,Bipper Tepee,2012,Diesel,Manuelle,120000 Km,4 CV,Très bon,18 Déc. 2016,13900
2672,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/golf-3-12429,Volkswagen,Golf 3,1995,Diesel,Manuelle,145000 Km,,Très bon,18 Déc. 2016,9600
2673,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/renault-clio-12428,Renault,Clio,2000,Essence,Manuelle,175000 Km,4 CV,Très bon,18 Déc. 2016,11000
2674,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/polo-4-12427,Volkswagen,Polo 4,2002,Essence,Manuelle,195000 Km,4 CV,Bon,18 Déc. 2016,11400
2675,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/bmw-serie-5-f10-presque-neuve-12425,BMW,SERIE 5 ,06-2014,Essence,Automatique,73000 Km,9 CV,Excellent,18 Déc. 2016,98000
2676,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/citroen-c3-12416,Citroen,C3,2008,Essence,Manuelle,125000 Km,,Très bon,17 Déc. 2016,17500
2677,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/fiat-evo-12417,Fiat,Punto Evo,2010,Essence,Manuelle,92000 Km,,Très bon,17 Déc. 2016,20500
2678,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/fiat-grande-punto-12418,Fiat,Grande Punto ,2008,Essence,Manuelle,125000 Km,4 CV,Très bon,17 Déc. 2016,17500
2679,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/megane-3-12419,Renault,Megane 3,2009,Diesel,Manuelle,155000 Km,,Très bon,17 Déc. 2016,22000
2680,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/c3-premiere-main-12422,Citroen,C3,10-2009,Essence,Manuelle,143 Km,5 CV,Excellent,17 Déc. 2016,17000
2681,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/polo-premiere-main-12421,Volkswagen,Polo 7,05-2012,Essence,Manuelle,62000 Km,5 CV,D'origine,17 Déc. 2016,23500
2682,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/kia-cerato-12415,Kia,Cerato,2014,Essence,Manuelle,52000 Km,,Très bon,15 Déc. 2016,36000
2683,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/kia-picanto-12414,Kia,Picanto,2010,Essence,Manuelle,77000 Km,,Très bon,15 Déc. 2016,15600
2684,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/renault-clio-12413,Renault,Clio,2010,Essence,Manuelle,185000 Km,4 CV,Bon,15 Déc. 2016,12800
2685,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/passat-b7-12412,Volkswagen,Passat,2012,Essence,Automatique,125000 Km,,Très bon,15 Déc. 2016,26000
2686,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/citroen-ds3-12411,Citroen,DS3,2011,Essence,Manuelle,125 Km,5 CV,Très bon,15 Déc. 2016,31000
2687,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/opel-astra-12410,Opel,Astra,2004,Essence,Manuelle,175000 Km,5 CV,Très bon,15 Déc. 2016,13600
2688,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/clio-classique-12409,Renault,Clio,2005,Essence,Manuelle,155000 Km,,Très bon,15 Déc. 2016,15800
2689,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/renault-symbol-12408,Renault,Symbol,2010,Essence,Manuelle,125000 Km,5 CV,Très bon,15 Déc. 2016,15000
2690,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/kia-sportage-12407,Kia,Sportages,2011,Diesel,Manuelle,130 Km,6 CV,Très bon,15 Déc. 2016,51500
2691,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/mitsubishi-pajero-12406,Mitsubishi,Pajero,2001,Diesel,Manuelle,357 Km,12 CV,Très bon,15 Déc. 2016,25500
2692,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/volkswagen-polo-7-12405,Volkswagen,Polo 7,,Essence,Manuelle,153 Km,5 CV,Très bon,15 Déc. 2016,27000
2693,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/renault-megane-12404,Renault,Mégane Sedan,2006,Essence,Automatique,230000 Km,7 CV,Bon,15 Déc. 2016,14800
2694,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/golf-6-12403,Volkswagen,Golf 6,2011,Essence,Manuelle,72000 Km,,Très bon,15 Déc. 2016,30500
2695,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/av-polo-5-4cv-climatisee-assistee-12400,Volkswagen,Polo 5,01-2003,Essence,Manuelle,137000 Km,4 CV,Très bon,15 Déc. 2016,11400
2696,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/belle-peugeot-206-plus-0-vendre-12401,Peugeot,206 plus,09-2011,Essence,Manuelle,100345 Km,4 CV,Excellent,15 Déc. 2016,18300
2697,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/peugot-508-12397,Peugeot,508,2011,Diesel,Manuelle,44787 Km,6 CV,Excellent,14 Déc. 2016,41000
2698,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/fiat-panda-1ere-main-excellent-etat-12398,Fiat,Panda,01-2009,Essence,Manuelle,129000 Km,4 CV,Excellent,14 Déc. 2016,17200
2699,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/bmw-316i-12399,BMW,SERIE 3 ,07-2009,Essence,Manuelle,98000 Km,7 CV,Excellent,14 Déc. 2016,40000
2700,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/polo-7-12396,Volkswagen,Polo 7,2013,Essence,Manuelle,82000 Km,5 CV,Très bon,13 Déc. 2016,21400
2701,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/fiat-puntoevo-12395,Fiat,Punto Evo,2012,Essence,Manuelle,82000 Km,4 CV,Très bon,13 Déc. 2016,24200
2702,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/golf6-bluemotion-12394,Volkswagen,Golf 6,2010,Diesel,Manuelle,145000 Km,,Très bon,13 Déc. 2016,30500
2703,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/renault-megane-12393,Renault,Megane,2004,Diesel,Manuelle,230000 Km,,Bon,13 Déc. 2016,12000
2704,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/bmw-serie-3-12392,BMW,SERIE 3 ,2013,Essence,Automatique,109 Km,7 CV,Très bon,13 Déc. 2016,70000
2705,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/dacia-sandero-12391,Dacia,Sandero ,2014,Essence,Manuelle,55 Km,,Très bon,13 Déc. 2016,18700
2706,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/vw-golf-6-12390,Volkswagen,Golf 6,2011,Essence,Manuelle,124 Km,5 CV,Très bon,13 Déc. 2016,30000
2707,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/grand-punto-pop-12389,Fiat,Grande Punto ,2013,Essence,Manuelle,82000 Km,4 CV,Très bon,13 Déc. 2016,20000
2708,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/polo6-12388,Volkswagen,Polo 6,2007,Essence,Manuelle,135000 Km,,Très bon,13 Déc. 2016,15500
2709,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/chevrolet-cruze-12387,Chevrolet,Cruze,2014,Essence,Manuelle,109 Km,7 CV,Très bon,13 Déc. 2016,25500
2710,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/renault-clio-12386,Renault,Clio,2002,Essence,Manuelle,178000 Km,,Très bon,13 Déc. 2016,13000
2711,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/peugeot-307-12385,Peugeot,307,2002,Essence,Manuelle,230000 Km,5 CV,Très bon,13 Déc. 2016,14000
2712,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/opel-astra-12384,Opel,Astra,2005,Essence,Manuelle,145000 Km,5 CV,Très bon,13 Déc. 2016,13500
2713,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/dacia-dokker-12383,Dacia,Dokker ,2013,Diesel,Manuelle,88 Km,6 CV,Très bon,13 Déc. 2016,20500
2714,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/nissan-qashqai-12382,Nissan,Qashqai,2014,Essence,Manuelle,72 Km,6 CV,Très bon,13 Déc. 2016,65000
2715,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/ford-focus-12381,Ford,Focus,2011,Essence,Manuelle,230000 Km,,Très bon,13 Déc. 2016,19800
2716,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/volkswagen-amarok-12380,Volkswagen,Amarok,2013,Diesel,Manuelle,82000 Km,8 CV,Très bon,13 Déc. 2016,60000
2717,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/peugeot-106-12379,Peugeot,106,1998,Essence,Manuelle,165000 Km,4 CV,Bon,13 Déc. 2016,9900
2718,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/volkswagen-polo-12378,Volkswagen,Polo,2004,Essence,Manuelle,155000 Km,,Bon,13 Déc. 2016,12900
2719,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/citroen-berlingo-12377,Citroen,Berlingo,2003,Diesel,Manuelle,370000 Km,7 CV,Bon,13 Déc. 2016,12000
2720,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/a-ne-pas-rater-12374,Chrysler,300M,12-2007,Diesel,Automatique,230000 Km,14 CV,Bon,13 Déc. 2016,48000000
2721,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/fiat-punto-1-12375,Fiat,Punto,12-1994,Essence,Manuelle,180000 Km,4 CV,Bon,13 Déc. 2016,8500
2722,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/polo-5-ndifa-12376,Volkswagen,Polo 5,2004,Essence,Manuelle,194000 Km,5 CV,Très bon,13 Déc. 2016,12200
2723,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/golf-7-tdi-11920,Volkswagen,Golf 7,06-2013,Diesel,Manuelle,108000 Km,5 CV,Excellent,11 Déc. 2016,51000
2724,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/peugeot-207-12372,Peugeot,207,2006,Essence,Manuelle,92000 Km,,Très bon,11 Déc. 2016,17500
2725,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/peugeot-407-hdi-12371,Peugeot,407,2010,Diesel,Manuelle,175000 Km,,Très bon,10 Déc. 2016,19000
2726,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/volkswagen-scirocco-12370,Volkswagen,Scirocco,2010,Essence,Automatique,145000 Km,,Très bon,10 Déc. 2016,22500
2727,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/peugeot-partner-12369,Peugeot,Partner ,2012,Essence,Manuelle,52000 Km,,Très bon,10 Déc. 2016,26800
2728,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/audi-a4-12368,Audi,A4,2005,Essence,Manuelle,230000 Km,7 CV,Très bon,10 Déc. 2016,25400
2729,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/peugeot-206-12367,Peugeot,206,2007,Essence,Manuelle,105000 Km,4 CV,Très bon,10 Déc. 2016,16800
2730,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/citroen-c4-hdi-12366,Citroen,C4,2007,Diesel,Manuelle,185000 Km,,Très bon,10 Déc. 2016,18500
2731,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/renault-symbol-12365,Renault,Symbol,2013,Essence,Manuelle,82 Km,,Très bon,10 Déc. 2016,19300
2732,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/polo6-12364,Volkswagen,Polo 6,2006,Essence,Manuelle,270000 Km,,Très bon,10 Déc. 2016,15000
2733,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/kia-rio-12363,Kia,RIO,2014,Essence,Manuelle,52000 Km,5 CV,Très bon,10 Déc. 2016,28300
2734,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/renault-clio-12362,Renault,Clio,2001,Essence,Manuelle,230000 Km,,Bon,10 Déc. 2016,13000
2735,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/ford-fiesta-12361,Ford,Fiesta,2010,Essence,Manuelle,115000 Km,,Très bon,10 Déc. 2016,18800
2736,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/citroen-nemo-12360,Citroen,Nemo,2012,Diesel,Manuelle,160 Km,,Très bon,10 Déc. 2016,17400
2737,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/kia-picanto-12359,Kia,Picanto,2016,Essence,Automatique,17000 Km,5 CV,Excellent,10 Déc. 2016,26000
2738,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/volkswagen-passat-12358,Volkswagen,Passat,2013,Diesel,Manuelle,125000 Km,12 CV,Très bon,10 Déc. 2016,44000
2739,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/renault-megane-12357,Renault,Megane,2006,Essence,Manuelle,175000 Km,,Très bon,10 Déc. 2016,14200
2740,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/seat-ibiza-12356,Seat,Ibiza,2015,Essence,Manuelle,67000 Km,5 CV,Très bon,10 Déc. 2016,25000
2741,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/citroen-c3-12355,Citroen,C3,2009,Essence,Manuelle,145000 Km,4 CV,Très bon,10 Déc. 2016,15000
2742,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/ford-fiesta-12354,Ford,Fiesta,2013,Essence,Manuelle,67000 Km,5 CV,Très bon,10 Déc. 2016,22500
2743,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/camion-volswagen-crafter-12353,Volkswagen,Autres,09-2008,Diesel,Manuelle,155000 Km,8 CV,D'origine,10 Déc. 2016,30000
2744,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/audi-a4-12350,Audi,A4,2006,Diesel,Manuelle,155000 Km,,Très bon,7 Déc. 2016,26200
2745,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/fiat-500-12349,Fiat,500,2009,Essence,Manuelle,82000 Km,4 CV,Très bon,7 Déc. 2016,21800
2746,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/citroen-c5-12348,Citroen,C5,2012,Diesel,Manuelle,105000 Km,6 CV,Très bon,7 Déc. 2016,25500
2747,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/ford-mondeo-12347,Ford,Mondeo,2008,Essence,Manuelle,165000 Km,8 CV,Très bon,7 Déc. 2016,25000
2748,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/polo-6-12346,Volkswagen,Polo 6,2007,Essence,Manuelle,115000 Km,5 CV,Très bon,7 Déc. 2016,16500
2749,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/kia-rio-12345,Kia,RIO,2012,Essence,Manuelle,97000 Km,,Très bon,7 Déc. 2016,27500
2750,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/passat-familiale-12344,Volkswagen,Passat,2002,Diesel,Manuelle,175000 Km,6 CV,Très bon,7 Déc. 2016,16900
2751,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/citroen-c4-12343,Citroen,C4,2009,Essence,Manuelle,185000 Km,,Très bon,7 Déc. 2016,18000
2752,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/volkswagen-polo-5-12342,Volkswagen,Polo 5,2002,Essence,Manuelle,165000 Km,4 CV,Bon,7 Déc. 2016,11800
2753,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/citroen-berlingo-12341,Citroen,Berlingo,2009,Diesel,Manuelle,292000 Km,,Très bon,7 Déc. 2016,14300
2754,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/grandi-punto-pop-12340,Fiat,Grande Punto ,2013,Essence,Manuelle,67000 Km,4 CV,Très bon,6 Déc. 2016,19500
2755,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/renault-fluence-12339,Renault,Fluence,2012,Diesel,Manuelle,85000 Km,6 CV,Très bon,6 Déc. 2016,28000
2756,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/kia-rio-12338,Kia,RIO,2012,Essence,Manuelle,92000 Km,,Très bon,6 Déc. 2016,25900
2757,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/renault-megane-12337,Renault,Megane,2004,Essence,Manuelle,230000 Km,,Très bon,6 Déc. 2016,14800
2758,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/citroen-c4-12336,Citroen,C4,2012,Essence,Manuelle,97000 Km,,Très bon,6 Déc. 2016,27000
2759,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/opel-astra-12335,Opel,Astra,2006,Diesel,Manuelle,450000 Km,,Bon,6 Déc. 2016,10000
2760,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/renaut-symbol-12334,Renault,Symbol,2010,Essence,Manuelle,175000 Km,5 CV,Très bon,6 Déc. 2016,15000
2761,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/chevrolet-aveo-12333,Chevrolet,Aveo,2009,Essence,Manuelle,210000 Km,,Très bon,6 Déc. 2016,13500
2762,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/peugeot-206-12332,Peugeot,206,2005,Essence,Manuelle,165000 Km,,Très bon,6 Déc. 2016,14000
2763,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/peugeot-308-12331,Peugeot,308,2009,Essence,Manuelle,135000 Km,,Très bon,6 Déc. 2016,23000
2764,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/a-vendre-citroen-c4-12330,Citroen,C4,07-2008,Essence,Manuelle,170000 Km,5 CV,Excellent,6 Déc. 2016,22000
2765,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/ford-fiesta-12329,Ford,Fiesta,2010,Essence,Manuelle,105000 Km,5 CV,Très bon,5 Déc. 2016,20000
2766,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/renault-megane-12328,Renault,Megane,2007,Essence,Manuelle,230000 Km,,Très bon,5 Déc. 2016,15500
2767,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/volkswagen-passat-12327,Volkswagen,Passat,2003,Essence,Manuelle,155000 Km,,Très bon,5 Déc. 2016,21500
2768,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/renault-megane-12326,Renault,Megane,2006,Diesel,Manuelle,175000 Km,,Très bon,5 Déc. 2016,11500
2769,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/renault-scenic-12325,Renault,Scenic,2004,Diesel,Manuelle,125000 Km,5 CV,Bon,5 Déc. 2016,11500
2770,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/peugeot-206-12324,Peugeot,206,2005,Essence,Manuelle,125000 Km,4 CV,Très bon,5 Déc. 2016,13600
2771,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/citroen-c3-12323,Citroen,C3,2006,Essence,Manuelle,185000 Km,5 CV,Très bon,5 Déc. 2016,14600
2772,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/fiat-grande-punto-12322,Fiat,Grande Punto ,2012,Essence,Manuelle,62000 Km,4 CV,Très bon,5 Déc. 2016,21000
2773,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/citroen-ds5-12321,Citroen,DS5,2013,Diesel,Automatique,145000 Km,,Très bon,5 Déc. 2016,49200
2774,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/renault-symbol-12320,Renault,Symbol,2013,Essence,Manuelle,165000 Km,,Très bon,5 Déc. 2016,18000
2775,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/ford-fiesta-12319,Ford,Fiesta,2011,Essence,Manuelle,87000 Km,5 CV,Très bon,5 Déc. 2016,19700
2776,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/golf-7-12318,Volkswagen,Golf 7,2013,Diesel,Manuelle,97000 Km,5 CV,Très bon,5 Déc. 2016,52800
